Query_ID	Subject_ID	Pct_ID	Length	Mismatches	Gap_open	Query_start	Query_end	Subject_start	Subject_end	e-value	BitScore	Pct_positive_matches	Subject_FullName
cds.evm.model.05.950	RBL2_ARATH	54.098	61	21	2	1	60	1	55	1.16e-12	63.2	67.21	RBL2_ARATH RHOMBOID-like protein 2 {ECO:0000303|PubMed:16223493, ECO:0000303|PubMed:17181860}
cds.evm.model.08.1706	ENT8_ARATH	63.333	60	22	0	1	60	1	60	4.54e-22	89.7	81.67	ENT8_ARATH Equilibrative nucleotide transporter 8
cds.evm.model.01.2733.1.5bd9b136	AAP2_ARATH	82.979	47	6	1	16	60	19	65	4.78e-19	81.6	85.11	AAP2_ARATH Amino acid permease 2
cds.evm.model.01.2733	AAP2_ARATH	82.979	47	6	1	16	60	19	65	4.78e-19	81.6	85.11	AAP2_ARATH Amino acid permease 2
cds.evm.model.01.2358	PER64_ARATH	53.571	56	26	0	5	60	3	58	1.20e-12	63.2	73.21	PER64_ARATH Peroxidase 64
cds.evm.model.10.1282	PER52_ARATH	56.140	57	23	1	6	60	26	82	1.05e-16	74.3	77.19	PER52_ARATH Peroxidase 52
cds.evm.model.01.2819	PMA4_NICPL	80.357	56	11	0	5	60	3	58	1.00e-25	100	94.64	PMA4_NICPL Plasma membrane ATPase 4
cds.evm.model.07.50	ACCH2_ARATH	61.364	44	17	0	3	46	1	44	8.35e-12	60.8	79.55	ACCH2_ARATH 1-aminocyclopropane-1-carboxylate oxidase homolog 2
cds.novel_model_5137_5bd9a17a.3.5bd9b13a	SRP_VITRI	60.656	61	23	1	1	60	1	61	2.40e-19	80.5	80.33	SRP_VITRI Stress-related protein
cds.novel_model_5135_5bd9a17a	SRP_VITRI	58.333	60	24	1	1	60	1	59	2.02e-17	75.5	78.33	SRP_VITRI Stress-related protein
cds.novel_model_5141_5bd9a17a.6.5bd9b13a	Y3550_ARATH	76.271	59	14	0	2	60	89	147	9.62e-18	76.3	94.92	Y3550_ARATH REF/SRPP-like protein At3g05500
cds.novel_model_5139_5bd9a17a.4.5bd9b13a	Y3550_ARATH	76.271	59	14	0	2	60	89	147	9.62e-18	76.3	94.92	Y3550_ARATH REF/SRPP-like protein At3g05500
cds.novel_model_5138_5bd9a17a.1.5bd9b13a	Y3550_ARATH	75.000	48	12	0	13	60	90	137	3.40e-11	58.9	93.75	Y3550_ARATH REF/SRPP-like protein At3g05500
cds.novel_model_5140_5bd9a17a.5.5bd9b13a	Y3550_ARATH	80.000	60	12	0	1	60	122	181	4.50e-27	100	93.33	Y3550_ARATH REF/SRPP-like protein At3g05500
cds.novel_model_5136_5bd9a17a.2.5bd9b13a	SRP_VITRI	60.000	60	24	0	1	60	1	60	4.51e-20	82.4	80.00	SRP_VITRI Stress-related protein
cds.evm.model.04.1962	CSPLN_ARALL	76.667	30	7	0	31	60	1	30	4.85e-08	49.3	90.00	CSPLN_ARALL CASP-like protein ARALYDRAFT_485429
cds.novel_model_6198_5bd9a17a	CSPL3_VITVI	68.750	48	15	0	13	60	11	58	2.43e-18	76.6	85.42	CSPL3_VITVI CASP-like protein 2D1
cds.evm.model.01.1496	CASP1_THECC	46.000	50	26	1	1	50	1	49	5.79e-08	49.7	70.00	CASP1_THECC Casparian strip membrane protein 1
cds.evm.model.09.852	CHX20_ARATH	72.881	59	16	0	2	60	8	66	3.94e-23	93.2	88.14	CHX20_ARATH Cation/H(+) antiporter 20
cds.evm.model.05.1251	C80BX_PAPSO	57.143	49	20	1	3	51	53	100	8.00e-12	61.2	73.47	C80BX_PAPSO (S)-N-methylcoclaurine 3'-hydroxylase-like protein {ECO:0000305}
cds.evm.model.08.1881	DIOXL_ARATH	60.714	56	22	0	3	58	4	59	5.55e-19	79.7	78.57	DIOXL_ARATH Extradiol ring-cleavage dioxygenase
cds.evm.model.10.817	MLP28_ARATH	51.786	56	27	0	5	60	19	74	4.35e-11	58.9	69.64	MLP28_ARATH MLP-like protein 28
cds.evm.model.10.817	MLP28_ARATH	51.786	56	27	0	5	60	181	236	9.40e-11	58.2	66.07	MLP28_ARATH MLP-like protein 28
cds.evm.model.07.1651	CAP13_ARATH	62.712	59	22	0	1	59	1	59	7.21e-21	86.3	79.66	CAP13_ARATH Putative clathrin assembly protein At1g25240
cds.evm.model.02.2085.1.5bd9b136	UBC5B_ORYSJ	89.231	65	2	1	1	60	1	65	3.01e-35	118	90.77	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.02.2085.2.5bd9b136	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.02.2085	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.06.1617	PTR31_ARATH	63.333	30	11	0	9	38	194	223	1.83e-06	45.8	73.33	PTR31_ARATH Protein NRT1/ PTR FAMILY 5.9
cds.evm.model.08.1808	JMT2_THECC	50.943	53	24	1	1	53	28	78	1.55e-10	57.4	73.58	JMT2_THECC Probable jasmonic acid carboxyl methyltransferase 2 {ECO:0000312|EMBL:EOY14825.1}
cds.evm.model.10.2015.2.5bd9b13e	GAUTF_ARATH	68.333	60	19	0	1	60	133	192	2.82e-22	90.9	81.67	GAUTF_ARATH Probable galacturonosyltransferase 15
cds.evm.model.07.1636	DCE5_ARATH	93.333	60	4	0	1	60	44	103	5.97e-34	122	98.33	DCE5_ARATH Glutamate decarboxylase 5
cds.evm.model.07.45	GGR2_CANSA	100.000	60	0	0	1	60	10	69	3.23e-37	127	100.00	GGR2_CANSA Heterodimeric geranylgeranyl pyrophosphate synthase small subunit 2, chloroplastic {ECO:0000303|PubMed:28355238}
cds.novel_model_5656_5bd9a17a	WRK53_ARATH	39.394	66	26	2	1	52	1	66	2.29e-06	45.8	57.58	WRK53_ARATH Probable WRKY transcription factor 53 {ECO:0000303|PubMed:17369373}
cds.evm.model.07.850	TS5FN_CANSA	94.340	53	3	0	8	60	44	96	2.21e-26	102	98.11	TS5FN_CANSA Myrcene synthase TPS5FN {ECO:0000303|PubMed:28355238}
cds.evm.model.07.1593	Y3028_ARATH	43.478	46	26	0	10	55	4	49	3.76e-06	45.1	63.04	Y3028_ARATH Uncharacterized acetyltransferase At3g50280
cds.evm.model.09.205	GCSH2_ARATH	78.689	61	12	1	1	60	1	61	2.77e-28	101	85.25	GCSH2_ARATH Glycine cleavage system H protein 2, mitochondrial
cds.evm.model.05.1611	14KD_DAUCA	32.955	88	31	1	1	60	1	88	7.78e-09	50.8	47.73	14KD_DAUCA 14 kDa proline-rich protein DC2.15
cds.evm.model.04.1168.3.5bd9b138	MLX56_MORAL	74.286	35	9	0	26	60	122	156	1.88e-12	62.8	85.71	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.evm.model.04.1168.1.5bd9b138	MLX56_MORAL	74.286	35	9	0	26	60	122	156	1.88e-12	62.8	85.71	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.evm.model.04.1168.2.5bd9b138	MLX56_MORAL	74.286	35	9	0	26	60	122	156	1.88e-12	62.8	85.71	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.evm.model.04.1168.1.5bdae6db	MLX56_MORAL	74.286	35	9	0	26	60	122	156	1.88e-12	62.8	85.71	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.evm.model.04.1168	MLX56_MORAL	74.286	35	9	0	26	60	122	156	1.88e-12	62.8	85.71	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.novel_model_2129_5bd9a17a	ATL23_ARATH	53.333	60	27	1	1	60	28	86	9.61e-13	61.6	70.00	ATL23_ARATH E3 ubiquitin-protein ligase ATL23
cds.evm.model.05.1960	1A11_CUCPE	75.439	57	14	0	4	60	6	62	2.71e-23	93.6	80.70	1A11_CUCPE 1-aminocyclopropane-1-carboxylate synthase 1
cds.novel_model_7516_5bd9a17a	BEBT_TOBAC	80.000	60	12	0	1	60	169	228	3.28e-27	104	88.33	BEBT_TOBAC Benzyl alcohol O-benzoyltransferase
cds.novel_model_7517_5bd9a17a.1.5bd9b13e	BEBT1_PETHY	72.414	58	16	0	3	60	9	66	1.51e-22	91.3	81.03	BEBT1_PETHY Benzyl alcohol O-benzoyltransferase {ECO:0000303|PubMed:15286288}
cds.evm.model.04.1600	ANR1_ARATH	85.000	60	9	0	1	60	1	60	3.46e-31	110	96.67	ANR1_ARATH MADS-box transcription factor ANR1
cds.evm.model.10.1838	PER16_ARATH	48.276	58	30	0	3	60	1	58	2.82e-10	56.6	58.62	PER16_ARATH Peroxidase 16
cds.novel_model_7172_5bd9a17a	GPDL4_ARATH	61.017	59	23	0	1	59	448	506	4.81e-20	84.3	79.66	GPDL4_ARATH Glycerophosphodiester phosphodiesterase GDPDL4 {ECO:0000305}
cds.evm.model.07.392	PRU1_PRUAV	81.667	60	11	0	1	60	1	60	4.37e-29	103	88.33	PRU1_PRUAV Major allergen Pru av 1
cds.evm.model.01.453	HBL_TRETO	91.837	49	4	0	11	59	9	57	4.79e-25	93.2	97.96	HBL_TRETO Anaerobic nitrite reductase GLB1 {ECO:0000250|UniProtKB:O04986}
cds.evm.model.01.2739	BCP_PEA	73.770	61	14	2	1	60	18	77	2.17e-22	87.0	81.97	BCP_PEA Blue copper protein
cds.evm.model.09.1506	FBK17_ARATH	75.410	61	14	1	1	60	1	61	7.54e-23	91.7	86.89	FBK17_ARATH F-box/kelch-repeat protein At1g30090
cds.novel_model_6534_5bd9a17a	LAC8_ARATH	56.250	48	21	0	13	60	12	59	6.10e-11	58.5	77.08	LAC8_ARATH Laccase-8
cds.evm.model.10.1013	FLA2_ARATH	60.377	53	21	0	8	60	11	63	5.13e-13	64.3	73.58	FLA2_ARATH Fasciclin-like arabinogalactan protein 2
cds.evm.model.08.1342	ENL09_ARATH	47.297	74	23	1	3	60	95	168	1.15e-12	62.0	56.76	ENL09_ARATH Early nodulin-like protein 9 {ECO:0000303|PubMed:19897921}
cds.evm.model.02.36	Y3868_ARATH	47.170	53	27	1	8	59	5	57	1.15e-09	55.1	67.92	Y3868_ARATH Probable inactive receptor kinase At3g08680
cds.evm.model.01.796	M3OM2_PEA	50.000	46	23	0	15	60	9	54	2.58e-09	53.9	73.91	M3OM2_PEA (+)-6a-hydroxymaackiain 3-O-methyltransferase 2
cds.evm.model.07.391	BEV1G_BETPN	54.237	59	27	0	1	59	1	59	1.23e-17	74.3	79.66	BEV1G_BETPN Major pollen allergen Bet v 1-G
cds.evm.model.02.2927.1.5bd9b136	CHM1A_ARATH	88.333	60	7	0	1	60	1	60	1.92e-32	113	98.33	CHM1A_ARATH ESCRT-related protein CHMP1A {ECO:0000305}
cds.evm.model.02.2927	CHM1A_ARATH	88.333	60	7	0	1	60	1	60	1.92e-32	113	98.33	CHM1A_ARATH ESCRT-related protein CHMP1A {ECO:0000305}
cds.evm.model.10.2054	HFB4B_ORYSJ	68.000	50	16	0	11	60	32	81	1.38e-20	84.7	86.00	HFB4B_ORYSJ Heat stress transcription factor B-4b
cds.evm.model.05.42	SBT34_ARATH	55.932	59	26	0	1	59	34	92	1.32e-19	83.2	89.83	SBT34_ARATH Subtilisin-like protease SBT3.4 {ECO:0000303|PubMed:16193095}
cds.evm.model.04.1	WRK40_ARATH	56.757	37	16	0	22	58	33	69	3.71e-06	45.1	83.78	WRK40_ARATH Probable WRKY transcription factor 40 {ECO:0000303|Ref.1}
cds.evm.model.10.164	INV2_DAUCA	61.765	34	13	0	27	60	37	70	3.94e-07	47.8	70.59	INV2_DAUCA Beta-fructofuranosidase, insoluble isoenzyme 2
cds.evm.model.07.1506.6.5bd9b13c.1.5bdae6dc	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506.1.5bd9b13c	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506.6.5bd9b13c	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506.3.5bd9b13c	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506.2.5bd9b13c	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.07.1506.5.5bd9b13c	SCRK8_ARATH	81.034	58	11	0	1	58	36	93	2.71e-27	100	89.66	SCRK8_ARATH Putative fructokinase-8
cds.evm.model.07.1506.4.5bd9b13c	SCRK2_SOLLC	90.909	55	3	1	6	60	4	56	2.24e-24	95.1	92.73	SCRK2_SOLLC Fructokinase-2
cds.evm.model.01.1577	ADH_MALDO	91.667	60	5	0	1	60	1	60	4.30e-34	121	98.33	ADH_MALDO Alcohol dehydrogenase
cds.novel_model_5713_5bd9a17a	SWET4_ORYSJ	66.667	60	20	0	1	60	1	60	2.02e-25	96.7	88.33	SWET4_ORYSJ Bidirectional sugar transporter SWEET4
cds.evm.model.07.1482	MYB20_ARATH	96.667	60	2	0	1	60	1	60	3.70e-41	137	100.00	MYB20_ARATH Transcription factor MYB20 {ECO:0000305}
cds.evm.model.06.922.2.5bdae6dd	UBC13_ARATH	91.667	60	5	0	1	60	58	117	2.03e-36	122	98.33	UBC13_ARATH Ubiquitin-conjugating enzyme E2 13
cds.evm.model.06.922.2.5bd9b13a.1.5bdae6dd	UBC7_ARATH	91.667	60	5	0	1	60	1	60	3.66e-27	98.6	96.67	UBC7_ARATH Ubiquitin-conjugating enzyme E2 7
cds.evm.model.06.922.1.5bd9b13a	UBC7_ARATH	91.667	60	5	0	1	60	1	60	3.66e-27	98.6	96.67	UBC7_ARATH Ubiquitin-conjugating enzyme E2 7
cds.evm.model.06.922	UBC7_ARATH	91.667	60	5	0	1	60	1	60	3.66e-27	98.6	96.67	UBC7_ARATH Ubiquitin-conjugating enzyme E2 7
cds.evm.model.06.922.2.5bd9b13a	UBC7_ARATH	91.667	60	5	0	1	60	1	60	3.66e-27	98.6	96.67	UBC7_ARATH Ubiquitin-conjugating enzyme E2 7
cds.evm.model.07.353	NAS_SOLLC	59.322	59	24	0	1	59	61	119	1.95e-20	84.3	84.75	NAS_SOLLC Nicotianamine synthase
cds.evm.model.09.912	GTO2_SCHPO	52.000	50	23	1	7	56	8	56	5.45e-09	53.1	62.00	GTO2_SCHPO Glutathione S-transferase omega-like 2
cds.evm.model.06.766	CYSKP_CAPAN	75.000	60	15	0	1	60	115	174	9.73e-24	94.0	86.67	CYSKP_CAPAN Cysteine synthase, chloroplastic/chromoplastic
cds.evm.model.07.1590	TYDC1_NARPS	66.667	60	16	1	1	60	1	56	1.25e-19	83.2	73.33	TYDC1_NARPS Tyrosine decarboxylase 1 {ECO:0000303|PubMed:29229969}
cds.evm.model.02.2004	MVD2_PANGI	86.667	60	8	0	1	60	1	60	7.01e-30	110	95.00	MVD2_PANGI Diphosphomevalonate decarboxylase 2 {ECO:0000305}
cds.evm.model.07.744.3.5bd9b13c	CAR4_ARATH	65.000	60	21	0	1	60	95	154	4.28e-25	93.6	88.33	CAR4_ARATH Protein C2-DOMAIN ABA-RELATED 4 {ECO:0000303|PubMed:25465408}
cds.evm.model.07.744.1.5bd9b13c	CAR4_ARATH	65.000	60	21	0	1	60	95	154	4.28e-25	93.6	88.33	CAR4_ARATH Protein C2-DOMAIN ABA-RELATED 4 {ECO:0000303|PubMed:25465408}
cds.evm.model.07.744	CAR1_ARATH	78.333	60	13	0	1	60	1	60	7.80e-27	97.8	86.67	CAR1_ARATH Protein C2-DOMAIN ABA-RELATED 1 {ECO:0000303|PubMed:25465408}
cds.evm.model.07.744.2.5bd9b13c	CAR1_ARATH	75.410	61	14	1	1	60	1	61	1.41e-24	92.0	85.25	CAR1_ARATH Protein C2-DOMAIN ABA-RELATED 1 {ECO:0000303|PubMed:25465408}
cds.evm.model.04.314	C71BD_ARATH	50.000	60	26	1	1	60	3	58	5.98e-13	64.3	68.33	C71BD_ARATH Cytochrome P450 71B13
cds.evm.model.08.948	WTR32_ARATH	73.333	60	16	0	1	60	9	68	9.30e-28	104	93.33	WTR32_ARATH WAT1-related protein At4g08300
cds.evm.model.04.425	OTU4_ARATH	60.784	51	20	0	10	60	159	209	2.17e-15	70.9	76.47	OTU4_ARATH OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 4 {ECO:0000303|PubMed:24659992}
cds.evm.model.08.184	NCPR_CATRO	59.649	57	19	2	7	60	3	58	5.84e-11	58.5	77.19	NCPR_CATRO NADPH--cytochrome P450 reductase {ECO:0000255|HAMAP-Rule:MF_03212}
cds.evm.model.07.1064	CIPK7_ARATH	53.333	45	20	1	16	60	4	47	9.74e-06	43.9	64.44	CIPK7_ARATH CBL-interacting serine/threonine-protein kinase 7
cds.evm.model.05.102	CNGC3_ARATH	38.182	55	34	0	6	60	164	218	5.22e-06	44.7	61.82	CNGC3_ARATH Probable cyclic nucleotide-gated ion channel 3
cds.evm.model.10.117.1.5bd9b13c	PMT2_ARATH	76.786	56	13	0	3	58	4	59	2.57e-26	102	91.07	PMT2_ARATH Probable methyltransferase PMT2
cds.evm.model.10.117	PMT2_ARATH	76.786	56	13	0	3	58	4	59	2.57e-26	102	91.07	PMT2_ARATH Probable methyltransferase PMT2
cds.evm.model.10.1672	AVT6A_ARATH	56.897	58	23	1	3	60	4	59	5.98e-12	61.6	67.24	AVT6A_ARATH Amino acid transporter AVT6A {ECO:0000305}
cds.evm.model.09.659	LHWL1_ARATH	63.158	38	14	0	6	43	4	41	1.80e-12	62.8	78.95	LHWL1_ARATH Transcription factor EMB1444 {ECO:0000303|PubMed:12586866}
cds.evm.model.05.1671.3.5bd9b13a.1.5bdae6e1	TIP22_MAIZE	80.000	60	12	0	1	60	1	60	6.77e-24	92.4	88.33	TIP22_MAIZE Aquaporin TIP2-2
cds.evm.model.05.1671.2.5bd9b13a	TIP22_MAIZE	80.000	60	12	0	1	60	1	60	6.77e-24	92.4	88.33	TIP22_MAIZE Aquaporin TIP2-2
cds.evm.model.05.1671.1.5bd9b13a	TIP22_MAIZE	82.609	46	8	0	15	60	16	61	2.12e-17	75.5	95.65	TIP22_MAIZE Aquaporin TIP2-2
cds.evm.model.05.1671	TIP22_MAIZE	80.000	60	12	0	1	60	1	60	6.77e-24	92.4	88.33	TIP22_MAIZE Aquaporin TIP2-2
cds.evm.model.05.1671.3.5bd9b13a	TIP22_MAIZE	80.000	60	12	0	1	60	1	60	6.77e-24	92.4	88.33	TIP22_MAIZE Aquaporin TIP2-2
cds.evm.model.07.1659	ACFR3_ARATH	58.333	60	25	0	1	60	73	132	5.92e-20	81.6	80.00	ACFR3_ARATH Probable transmembrane ascorbate ferrireductase 3
cds.novel_model_830_5bd9a17a	ORR10_ORYSJ	80.000	60	12	0	1	60	78	137	5.32e-30	107	95.00	ORR10_ORYSJ Two-component response regulator ORR10 {ECO:0000305}
cds.evm.model.04.1795	PER64_ARATH	58.000	50	20	1	11	60	11	59	3.47e-10	56.2	68.00	PER64_ARATH Peroxidase 64
cds.evm.model.01.83	WRK15_ARATH	71.053	38	11	0	22	59	64	101	2.03e-08	51.6	78.95	WRK15_ARATH Probable WRKY transcription factor 15
cds.evm.model.01.557	BZP53_ARATH	64.407	59	18	1	1	56	1	59	2.42e-15	67.8	71.19	BZP53_ARATH bZIP transcription factor 53 {ECO:0000303|PubMed:11906833}
cds.novel_model_4406_5bd9a17a	Y5258_ARATH	75.439	57	14	0	4	60	6	62	2.00e-25	92.8	87.72	Y5258_ARATH Stress-response A/B barrel domain-containing protein At5g22580 {ECO:0000305}
cds.evm.model.09.539	PTR18_ARATH	48.333	60	27	1	1	60	1	56	7.92e-12	61.2	66.67	PTR18_ARATH Protein NRT1/ PTR FAMILY 3.1
cds.evm.model.09.217	TBL34_ARATH	70.000	60	18	0	1	60	261	320	4.45e-23	92.4	80.00	TBL34_ARATH Protein trichome birefringence-like 34
cds.evm.model.10.1073.1.5bd9b13d	FLA17_ARATH	51.562	64	21	2	1	60	1	58	4.36e-09	53.5	59.38	FLA17_ARATH Fasciclin-like arabinogalactan protein 17
cds.evm.model.10.1073	FLA17_ARATH	51.562	64	21	2	1	60	1	58	4.36e-09	53.5	59.38	FLA17_ARATH Fasciclin-like arabinogalactan protein 17
cds.evm.model.08.1665	PLPK2_ARATH	53.448	58	22	1	2	59	30	82	1.39e-09	52.8	70.69	PLPK2_ARATH Protein PELPK2 {ECO:0000305}
cds.evm.model.08.1665	PLPK2_ARATH	57.143	49	20	1	13	60	52	100	3.17e-06	44.3	75.51	PLPK2_ARATH Protein PELPK2 {ECO:0000305}
cds.evm.model.10.1449	CARDA_CYNCA	50.000	54	27	0	1	54	1	54	5.01e-09	53.1	66.67	CARDA_CYNCA Procardosin-A {ECO:0000303|PubMed:10497243, ECO:0000303|PubMed:8654427, ECO:0000303|PubMed:9692911}
cds.evm.model.04.136	PDLP7_ARATH	56.897	58	25	0	2	59	70	127	1.74e-14	68.2	70.69	PDLP7_ARATH Plasmodesmata-located protein 7
cds.evm.model.02.814.1.5bd9b134	PME2_CITSI	58.824	51	16	2	1	51	1	46	1.03e-10	58.2	68.63	PME2_CITSI Pectinesterase 2
cds.evm.model.02.814	PME2_CITSI	58.824	51	16	2	1	51	1	46	1.03e-10	58.2	68.63	PME2_CITSI Pectinesterase 2
cds.evm.model.02.2187	CSLA9_ARATH	56.667	60	26	0	1	60	1	60	2.23e-17	77.0	80.00	CSLA9_ARATH Glucomannan 4-beta-mannosyltransferase 9 {ECO:0000305}
cds.evm.model.04.1893	PLP2_ARATH	71.429	56	16	0	5	60	8	63	4.00e-21	87.0	87.50	PLP2_ARATH Patatin-like protein 2
cds.evm.model.02.756	WTR38_ARATH	57.692	52	22	0	1	52	131	182	6.43e-15	69.7	82.69	WTR38_ARATH WAT1-related protein At5g07050
cds.evm.model.06.2108	LERK2_ORYSJ	69.492	59	17	1	2	60	672	729	6.05e-25	98.6	91.53	LERK2_ORYSJ G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2 {ECO:0000305}
cds.evm.model.04.408	ARR11_ARATH	89.362	47	5	0	14	60	8	54	4.64e-23	92.8	95.74	ARR11_ARATH Two-component response regulator ARR11
cds.evm.model.02.3160	TYRA2_ARATH	47.458	59	29	1	1	59	37	93	8.83e-13	63.5	71.19	TYRA2_ARATH Arogenate dehydrogenase 2, chloroplastic
cds.evm.model.09.919	P2A09_ARATH	45.833	48	25	1	1	48	1	47	9.93e-06	43.5	56.25	P2A09_ARATH Protein PHLOEM PROTEIN 2-LIKE A9
cds.evm.model.02.2478	CXE9_ARATH	51.724	58	27	1	4	60	9	66	1.07e-12	63.5	68.97	CXE9_ARATH Probable carboxylesterase 9
cds.evm.model.06.2019	UXT1_ARATH	93.220	59	4	0	1	59	1	59	4.03e-32	115	96.61	UXT1_ARATH UDP-xylose transporter 1 {ECO:0000312|EMBL:AKA88212.1}
cds.evm.model.07.1592	PAAS_ROSHC	63.333	60	17	1	1	60	1	55	2.79e-19	82.4	75.00	PAAS_ROSHC Phenylacetaldehyde synthase {ECO:0000303|PubMed:16766535}
cds.evm.model.09.243	PDC1_ARATH	63.934	61	21	1	1	60	1	61	4.59e-19	81.6	77.05	PDC1_ARATH Pyruvate decarboxylase 1
cds.evm.model.02.3196	WRK40_ARATH	69.811	53	14	1	10	60	30	82	6.60e-17	74.7	84.91	WRK40_ARATH Probable WRKY transcription factor 40 {ECO:0000303|Ref.1}
cds.evm.model.05.1623	PTR7_ARATH	62.963	54	19	1	8	60	3	56	5.54e-16	72.8	79.63	PTR7_ARATH Protein NRT1/ PTR FAMILY 6.3
cds.evm.model.04.632	HKT1_ARATH	58.333	60	25	0	1	60	221	280	7.12e-18	78.2	81.67	HKT1_ARATH Sodium transporter HKT1
cds.evm.model.07.714	GT121_ARATH	72.131	61	16	1	1	60	3	63	2.30e-24	95.9	95.08	GT121_ARATH Putative glutamine amidotransferase GAT1_2.1 {ECO:0000305}
cds.evm.model.08.1582	U85A3_ARATH	73.684	57	15	0	4	60	9	65	1.91e-26	102	85.96	U85A3_ARATH UDP-glycosyltransferase 85A3
cds.evm.model.08.1045	CX6B2_ARATH	88.136	59	7	0	2	60	3	61	5.39e-35	115	94.92	CX6B2_ARATH Cytochrome c oxidase subunit 6b-2
cds.evm.model.08.1796	BZP44_ARATH	65.574	61	19	1	2	60	13	73	2.72e-17	73.6	75.41	BZP44_ARATH bZIP transcription factor 44 {ECO:0000305}
cds.evm.model.10.1890	GTE8_ARATH	50.000	50	25	0	9	58	7	56	1.53e-08	52.0	64.00	GTE8_ARATH Transcription factor GTE8
cds.novel_model_3136_5bd9a17a.2.5bd9b137	PIP25_ARATH	71.667	60	16	1	1	60	1	59	1.32e-24	95.1	88.33	PIP25_ARATH Probable aquaporin PIP2-5
cds.novel_model_3134_5bd9a17a	PIP25_ARATH	71.667	60	16	1	1	60	1	59	1.32e-24	95.1	88.33	PIP25_ARATH Probable aquaporin PIP2-5
cds.novel_model_3137_5bd9a17a.3.5bd9b137	PIP25_ARATH	71.667	60	16	1	1	60	1	59	1.32e-24	95.1	88.33	PIP25_ARATH Probable aquaporin PIP2-5
cds.novel_model_3135_5bd9a17a.1.5bd9b137	PIP25_ARATH	71.667	60	16	1	1	60	1	59	1.32e-24	95.1	88.33	PIP25_ARATH Probable aquaporin PIP2-5
cds.evm.model.08.1959	GERS_RHISY	69.492	59	18	0	1	59	1	59	8.66e-23	92.4	76.27	GERS_RHISY Germanicol synthase {ECO:0000305|PubMed:17803686}
cds.evm.model.03.445	CBC2_ARATH	50.980	102	8	1	1	60	1	102	2.15e-24	95.9	55.88	CBC2_ARATH Serine/threonine-protein kinase 52 {ECO:0000303|PubMed:16429265}
cds.evm.model.10.2231	SILD_FORIN	75.510	49	12	0	12	60	146	194	2.85e-17	75.5	87.76	SILD_FORIN Secoisolariciresinol dehydrogenase
cds.evm.model.ctgX7.3	U91C1_ARATH	66.667	45	15	0	13	57	9	53	1.54e-16	74.3	84.44	U91C1_ARATH UDP-glycosyltransferase 91C1
cds.novel_model_4602_5bd9a17a	CAF1I_ARATH	57.895	57	24	0	4	60	8	64	3.94e-17	75.1	75.44	CAF1I_ARATH Probable CCR4-associated factor 1 homolog 9
cds.evm.model.02.1875	DRMH3_ARATH	74.194	62	14	2	1	60	1	62	4.37e-24	90.1	80.65	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
cds.evm.model.02.1875.3.5bd9b135	DRMH3_ARATH	74.194	62	14	2	1	60	1	62	4.37e-24	90.1	80.65	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
cds.evm.model.02.1875.1.5bd9b135	DRMH3_ARATH	74.194	62	14	2	1	60	1	62	4.37e-24	90.1	80.65	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
cds.evm.model.02.1875.3.5bd9b135.1.5bdae6e1	DRMH3_ARATH	74.194	62	14	2	1	60	1	62	4.37e-24	90.1	80.65	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
cds.evm.model.02.1875.2.5bd9b135	DRMH3_ARATH	75.000	64	12	2	1	60	1	64	1.30e-25	94.0	81.25	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
